# Overall Packet Count: 3672
# Overall Total Bytes: 4245428
# Overall Average Packet Size (Bytes): 1156.16
# Overall Capture Duration (Seconds): 1161.000
# Overall Average Rate (Mbps): 0.029

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.3,3202,4150293,15,2.2134896,27.73864
172.30.0.14,192.168.254.2,283,76358,7,0.08726628571428571,0.153072
172.30.0.1,172.30.0.14,74,7997,8,0.007997,0.029488
172.30.0.14,34.117.59.81,13,2484,1,0.019872,0.019872
104.26.13.205,172.30.0.14,18,2316,1,0.018528,0.018528
172.30.0.14,44.190.5.123,8,728,2,0.002912,0.002912
fe80::ecb6:10ff:fe6e:37b,ff02::2,6,426,3,0.001136,0.001136
fe80::94db:6cff:fe17:b1df,ff02::2,6,426,3,0.001136,0.001136
fe80::44ab:20ff:fed8:eec3,ff02::2,4,284,2,0.001136,0.001136
fe80::6406:23ff:fe4a:a9ae,ff02::2,4,284,2,0.001136,0.001136
fe80::80e6:beff:fe02:4168,ff02::2,4,284,2,0.001136,0.001136
fe80::844:c2ff:fe8b:8d58,ff02::2,4,284,2,0.001136,0.001136
fe80::3011:bff:fe76:f5cd,ff02::2,4,284,2,0.001136,0.001136
fe80::a4c5:bff:fe24:8ae4,ff02::2,4,284,2,0.001136,0.001136
fe80::a83e:b7ff:fee0:54d6,ff02::2,4,284,2,0.001136,0.001136
fe80::b00b:8cff:fe27:109f,ff02::2,4,284,2,0.001136,0.001136
fe80::b050:51ff:fe80:afe1,ff02::2,4,284,2,0.001136,0.001136
fe80::b06c:2bff:feda:a873,ff02::2,4,284,2,0.001136,0.001136
fe80::b46b:cff:febd:6efd,ff02::2,4,284,2,0.001136,0.001136
fe80::b486:c3ff:fe10:21f,ff02::2,4,284,2,0.001136,0.001136
fe80::10eb:f5ff:fe06:90c1,ff02::2,4,284,2,0.001136,0.001136
fe80::f4e7:ffff:fe67:622a,ff02::2,4,284,2,0.001136,0.001136
fe80::bcb0:26ff:fe4c:5715,ff02::2,3,212,2,0.000848,0.001136
fe80::dca0:d4ff:fe48:5ffd,ff02::2,3,212,2,0.000848,0.001136
